transaction_id,account_id,merchant_id,transaction_ts,amount,direction
t0003415,a001213,m023,2024-11-14 16:49:05,30.39,debit
t0003416,a000466,m052,2024-08-25 05:03:40,3.35,debit
t0003417,a000034,m015,2024-12-01 12:27:27,15.56,debit
t0003418,a000997,m080,2024-09-10 16:57:13,11.9,debit
t0003419,a000550,m083,2024-12-05 11:57:29,59.79,debit
t0003420,a000797,m052,2024-08-03 21:32:03,35.8,credit
t0003421,a000672,m009,2024-07-07 23:40:26,37.12,debit
t0003422,a001095,m067,2024-08-31 02:13:04,23.77,debit
t0003423,a000153,m072,2024-11-23 09:21:00,8.17,debit
t0003424,a001459,m085,2024-10-07 13:52:11,6.94,debit
t0003425,a000923,m097,2024-12-17 10:28:04,22.41,debit
t0003426,a000728,m091,2024-08-24 11:54:10,56.8,debit
t0003427,a000370,m077,2024-08-23 11:10:31,123.69,debit
t0003428,a000585,m068,2024-10-28 15:31:16,37.16,debit
t0003429,a001396,m018,2024-09-02 01:13:39,78.31,credit
t0003430,a001352,m059,2024-09-10 05:19:58,200.63,debit
t0003431,a000771,m057,2024-12-22 06:33:38,76.89,debit
t0003432,a000051,m011,2024-08-29 12:36:50,10.25,debit
t0003433,a001209,m004,2024-10-09 16:09:07,93.85,debit
t0003434,a000720,m001,2024-12-15 02:42:55,32.35,debit
t0003435,a000097,m029,2024-10-06 10:13:01,10.19,debit
t0003436,a001311,m021,2024-11-27 09:02:00,21.56,credit
t0003437,a001168,m016,2024-10-12 04:10:14,42.25,debit
t0003438,a001002,m007,2024-08-29 17:23:47,132.44,debit
t0003439,a000974,m063,2024-10-13 02:42:09,12.82,debit
t0003440,a000351,m024,2024-09-04 10:42:49,80.89,debit
t0003441,a000835,m046,2024-11-21 18:44:30,67.11,credit
t0003442,a000161,m040,2024-07-17 12:01:28,15.74,debit
t0003443,a000605,m092,2024-07-14 17:39:45,5.8,debit
t0003444,a001394,m033,2024-12-05 02:58:34,30.41,debit
t0003445,a000256,m080,2024-11-14 14:38:56,27.09,debit
t0003446,a001378,m068,2024-11-07 09:02:40,12.85,debit
t0003447,a000643,m038,2024-12-01 20:41:09,161.99,debit
t0003448,a000211,m074,2024-09-03 08:38:55,43.5,debit
t0003449,a000650,m072,2024-12-11 14:24:46,54.2,credit
t0003450,a001190,m010,2024-10-09 00:23:17,6.62,debit
t0003451,a000755,m064,2024-11-30 18:49:17,37.55,debit
t0003452,a000100,m052,2024-11-01 15:53:30,16.09,debit
t0003453,a000357,m024,2024-07-17 09:11:16,25.21,debit
t0003454,a000068,m057,2024-08-03 04:44:10,35.9,debit
t0003455,a000563,m004,2024-10-07 03:10:59,30.21,debit
t0003456,a000065,m088,2024-08-03 03:19:34,52.98,debit
t0003457,a001257,m056,2024-11-15 16:51:56,22.41,debit
t0003458,a000726,m020,2024-07-08 05:39:11,51.67,debit
t0003459,a000556,m077,2024-11-10 07:13:38,12.64,debit
t0003460,a000395,m069,2024-12-14 18:45:02,4.69,debit
t0003461,a001095,m096,2024-12-10 05:29:59,64.17,credit
t0003462,a000817,m076,2024-10-25 22:36:10,42.48,debit
t0003463,a001446,m055,2024-12-12 07:32:08,11.69,debit
t0003464,a000343,m094,2024-10-06 05:48:55,126.35,debit
t0003465,a000336,m078,2024-10-20 18:24:01,72.98,debit
t0003466,a000388,m035,2024-12-08 16:05:35,40.31,debit
t0003467,a000297,m040,2024-12-14 20:25:39,56.57,debit
t0003468,a001419,m022,2024-08-11 21:25:51,20.94,debit
t0003469,a000685,m060,2024-11-11 14:03:56,22.74,credit
t0003470,a000937,m098,2024-07-26 21:49:13,58.15,debit
t0003471,a000140,m074,2024-11-15 11:31:56,5.09,debit
t0003472,a000764,m035,2024-09-05 06:48:58,33.22,debit
t0003473,a000512,m089,2024-08-31 00:54:30,1.83,debit
t0003474,a001111,m073,2024-07-26 15:15:51,113.77,debit
t0003475,a000829,m035,2024-10-21 20:48:00,53.3,credit
t0003476,a000973,m026,2024-12-14 14:14:46,141.65,debit
t0003477,a001293,m029,2024-12-28 02:03:25,22.57,debit
t0003478,a000359,m027,2024-07-20 22:17:16,4.99,debit
t0003479,a000706,m064,2024-07-11 16:07:51,17.61,debit
t0003480,a001060,m026,2024-12-02 19:27:27,42.8,debit
t0003481,a000163,m017,2024-12-10 19:48:55,111.98,debit
t0003482,a000748,m007,2024-08-11 02:58:05,5.84,debit
t0003483,a001314,m023,2024-10-29 15:16:42,180.65,debit
t0003484,a001446,m064,2024-10-03 02:39:11,62.5,debit
t0003485,a000060,m084,2024-08-07 14:16:45,120.91,debit
t0003486,a000261,m066,2024-08-02 01:32:38,21.31,debit
t0003487,a000981,m087,2024-07-10 11:11:29,17.79,credit
t0003488,a000865,m020,2024-10-04 14:12:31,35.17,debit
t0003489,a001104,m033,2024-08-02 06:01:38,47.79,debit
t0003490,a000579,m025,2024-08-26 12:11:39,14.53,debit
t0003491,a001022,m017,2024-12-17 00:58:26,24.65,debit
t0003492,a000260,m040,2024-08-24 20:04:10,66.45,debit
t0003493,a000401,m057,2024-11-10 15:10:57,30.4,debit
t0003494,a001267,m023,2024-08-20 04:51:03,39.06,debit
t0003495,a000522,m100,2024-12-21 21:23:41,119.93,debit
t0003496,a000650,m024,2024-10-31 05:33:07,23.83,debit
t0003497,a000463,m043,2024-10-05 19:25:47,32.31,debit
t0003498,a000280,m013,2024-10-24 05:44:51,40.53,debit
t0003499,a001002,m098,2024-08-17 23:40:15,20.18,debit
t0003500,a000270,m046,2024-11-12 14:04:49,9.46,debit
t0003501,a001028,m021,2024-07-31 05:38:48,35.3,debit
t0003502,a000741,m063,2024-12-07 07:36:01,50.66,debit
t0003503,a000551,m089,2024-08-04 21:07:57,85.71,credit
t0003504,a000838,m010,2024-11-19 03:17:55,74.29,debit
t0003505,a000907,m052,2024-11-23 10:05:24,21.08,credit
t0003506,a000029,m037,2024-11-30 16:24:19,41.3,debit
t0003507,a000523,m031,2024-12-24 08:46:37,93.84,debit
t0003508,a000639,m038,2024-09-01 16:33:01,50.86,credit
t0003509,a000206,m016,2024-08-23 13:55:17,21.87,debit
t0003510,a000628,m046,2024-08-30 01:09:08,5.53,debit
t0003511,a000496,m034,2024-12-07 23:09:54,25.85,credit
t0003512,a000876,m007,2024-10-26 08:49:17,35.63,credit
t0003513,a000200,m088,2024-07-11 13:19:01,36.89,debit
t0003514,a000792,m049,2024-10-01 11:29:58,25.48,debit
t0003515,a001138,m034,2024-10-16 15:26:14,17.79,debit
t0003516,a001418,m022,2024-08-27 06:52:33,22.47,debit
t0003517,a000456,m070,2024-12-31 06:08:53,33.16,debit
t0003518,a001423,m019,2024-12-05 19:21:19,16.87,debit
t0003519,a000274,m073,2024-12-04 14:33:40,57.99,debit
t0003520,a000525,m048,2024-12-05 02:28:06,13.37,debit
t0003521,a000618,m036,2024-09-20 23:52:44,35.28,debit
t0003522,a001314,m078,2024-12-08 21:20:39,50.53,debit
t0003523,a000456,m051,2024-07-22 15:58:41,14.42,debit
t0003524,a000253,m074,2024-08-18 23:39:44,36.99,credit
t0003525,a000060,m066,2024-08-08 11:38:09,14.2,debit
t0003526,a000847,m091,2024-07-24 14:53:29,39.77,debit
t0003527,a001389,m029,2024-08-28 19:44:55,29.68,debit
t0003528,a000618,m020,2024-08-21 18:35:11,3.37,credit
t0003529,a000786,m028,2024-09-24 11:47:01,12.95,debit
t0003530,a000880,m058,2024-11-14 16:49:28,105.75,debit
t0003531,a000473,m008,2024-10-17 01:06:35,38.06,debit
t0003532,a001442,m059,2024-11-29 07:31:13,31.92,credit
t0003533,a000344,m072,2024-12-16 00:52:33,10.34,debit
t0003534,a001311,m087,2024-10-31 16:30:42,50.01,debit
t0003535,a000583,m079,2024-08-08 07:21:24,43.52,debit
t0003536,a000767,m027,2024-07-08 03:21:13,186.54,debit
t0003537,a000011,m018,2024-08-01 04:45:23,319.96,debit
t0003538,a000774,m083,2024-10-23 20:03:44,24.01,debit
t0003539,a001160,m100,2024-11-26 02:24:26,100.01,debit
t0003540,a000882,m085,2024-10-02 08:33:16,248.75,debit
t0003541,a000970,m025,2024-08-09 15:13:11,9.75,debit
t0003542,a000801,m011,2024-10-30 17:34:15,31.5,debit
t0003543,a000624,m014,2024-07-18 02:31:09,1.2,debit
t0003544,a000461,m081,2024-09-05 16:23:54,41.09,debit
t0003545,a000151,m064,2024-08-08 19:14:16,204.46,debit
t0003546,a000578,m013,2024-10-20 20:44:15,47.23,debit
t0003547,a000804,m087,2024-07-05 17:39:13,19.01,debit
t0003548,a001251,m051,2024-10-10 11:48:13,12.9,debit
t0003549,a000719,m044,2024-10-04 00:37:57,96.93,debit
t0003550,a000912,m070,2024-08-23 04:49:56,21.12,debit
t0003551,a000082,m067,2024-08-03 02:01:41,74.34,debit
t0003552,a000930,m088,2024-08-06 23:04:32,24.6,debit
t0003553,a001410,m069,2024-11-19 01:01:02,9.88,debit
t0003554,a000717,m017,2024-08-06 07:58:32,14.37,debit
t0003555,a001303,m014,2024-08-30 01:03:56,20.71,debit
t0003556,a000179,m069,2024-10-28 04:41:21,24.38,debit
t0003557,a000667,m069,2024-08-11 21:01:09,60.21,debit
t0003558,a001046,m037,2024-10-10 01:49:54,64.43,debit
t0003559,a000843,m027,2024-12-26 09:08:17,100.05,debit
t0003560,a001446,m098,2024-08-02 11:13:55,52.15,debit
t0003561,a001180,m029,2024-07-25 20:23:25,57.33,credit
t0003562,a000610,m009,2024-10-08 00:57:13,14.04,debit
t0003563,a001073,m080,2024-12-02 15:48:20,7.23,debit
t0003564,a000251,m099,2024-07-30 11:32:10,24.18,debit
t0003565,a001186,m094,2024-08-19 12:14:39,32.35,credit
t0003566,a000114,m084,2024-08-18 19:25:10,9.63,debit
t0003567,a001103,m061,2024-08-14 23:42:47,23.5,debit
t0003568,a000416,m096,2024-12-13 17:51:31,35.56,debit
t0003569,a001278,m054,2024-10-30 09:48:23,41.04,credit
t0003570,a001342,m049,2024-11-16 10:02:49,7.26,credit
t0003571,a000764,m087,2024-09-13 22:31:55,52.53,credit
t0003572,a000384,m066,2024-10-07 02:36:20,34.78,debit
t0003573,a001399,m029,2024-07-09 14:08:39,39.38,debit
t0003574,a000635,m006,2024-09-20 13:39:43,74.26,debit
t0003575,a000575,m030,2024-11-17 07:08:02,4.22,debit
t0003576,a001446,m046,2024-07-13 12:09:13,81.57,debit
t0003577,a000859,m019,2024-11-16 17:03:42,12.39,debit
t0003578,a001240,m081,2024-10-14 04:21:29,37.82,debit
t0003579,a000542,m082,2024-08-24 05:37:13,20.78,debit
t0003580,a000150,m076,2024-12-18 00:40:25,8.67,debit
t0003581,a001364,m037,2024-12-05 00:41:59,64.97,debit
t0003582,a001034,m045,2024-08-28 23:21:24,20.7,debit
t0003583,a000371,m027,2024-11-13 21:14:39,1.64,credit
t0003584,a001074,m088,2024-08-10 00:47:43,33.13,debit
t0003585,a001009,m004,2024-09-20 12:08:06,23.61,debit
t0003586,a000150,m004,2024-07-25 14:55:21,32.86,debit
t0003587,a001289,m035,2024-10-15 16:43:11,40.76,debit
t0003588,a001310,m048,2024-10-18 05:18:49,18.45,debit
t0003589,a001225,m064,2024-12-28 19:16:59,6.95,debit
t0003590,a000617,m091,2024-07-27 12:56:15,4.95,debit
t0003591,a001336,m003,2024-09-24 15:15:20,24.08,debit
t0003592,a001201,m052,2024-07-18 05:09:46,10.4,debit
t0003593,a000249,m076,2024-10-28 08:37:09,8.85,debit
t0003594,a000476,m087,2024-08-02 14:04:06,56.05,debit
t0003595,a000046,m001,2024-12-10 22:25:57,15.65,debit
t0003596,a001351,m009,2024-12-10 04:21:19,68.59,debit
t0003597,a000271,m095,2024-11-19 13:34:21,21.61,debit
t0003598,a000223,m038,2024-08-25 02:11:23,10.37,credit
t0003599,a000442,m046,2024-10-31 21:56:59,136.46,debit
t0003600,a001001,m044,2024-11-07 04:55:46,143.65,credit
t0003601,a000556,m021,2024-11-16 11:13:58,15.5,debit
t0003602,a000761,m059,2024-10-20 04:30:57,24.03,debit
t0003603,a000032,m071,2024-11-22 08:24:51,5.44,debit
t0003604,a001055,m073,2024-10-08 15:09:51,14.39,credit
t0003605,a001237,m029,2024-12-03 19:00:06,11.24,debit
t0003606,a001005,m028,2024-09-10 07:16:51,36.44,debit
t0003607,a001442,m091,2024-11-02 22:27:08,93.46,debit
t0003608,a001321,m036,2024-07-14 17:42:09,54.92,debit
t0003609,a000177,m057,2024-12-14 07:51:02,14.15,debit
t0003610,a001168,m056,2024-11-16 02:15:41,53.67,debit
t0003611,a000464,m061,2024-11-12 10:19:45,17.5,debit
t0003612,a000593,m021,2024-10-20 12:46:49,11.19,debit
t0003613,a000213,m022,2024-09-28 22:43:15,11.61,debit
t0003614,a000551,m038,2024-09-21 13:04:47,4.36,debit
t0003615,a000570,m017,2024-12-10 16:31:23,12.27,debit
t0003616,a001020,m058,2024-08-17 10:20:22,32.95,debit
t0003617,a001040,m058,2024-09-28 22:26:23,10.89,debit
t0003618,a000533,m024,2024-12-27 06:10:05,60.06,debit
t0003619,a000786,m011,2024-11-05 14:52:06,4.71,debit
t0003620,a000562,m009,2024-09-07 06:04:50,16.48,debit
t0003621,a000397,m056,2024-09-14 21:16:21,152.59,credit
t0003622,a000551,m075,2024-09-16 04:13:20,52.34,debit
t0003623,a001400,m019,2024-12-03 06:40:30,14.27,debit
t0003624,a001054,m066,2024-07-28 04:46:05,11542.6,debit
t0003625,a000429,m018,2024-09-10 13:44:46,14.96,debit
t0003626,a000223,m010,2024-10-02 08:30:48,15.81,debit
t0003627,a000774,m098,2024-07-06 02:51:40,9.01,debit
t0003628,a001091,m058,2024-12-22 06:44:23,35.6,debit
t0003629,a000290,m086,2024-08-23 00:14:45,13.89,debit
t0003630,a000003,m075,2024-11-15 18:25:34,87.33,credit
t0003631,a000457,m077,2024-12-29 03:28:29,3.67,debit
t0003632,a000073,m084,2024-11-18 01:11:04,96.72,credit
t0003633,a000778,m070,2024-10-22 01:51:52,51.33,debit
t0003634,a000353,m037,2024-11-05 18:31:39,19.75,debit
t0003635,a000462,m046,2024-08-31 00:13:48,28.5,credit
t0003636,a001155,m019,2024-09-08 00:36:08,10.28,debit
t0003637,a000845,m042,2024-07-07 20:48:47,16.66,debit
t0003638,a000223,m094,2024-11-23 11:07:12,40.39,credit
t0003639,a000458,m047,2024-10-26 13:47:22,82.11,debit
t0003640,a001043,m038,2024-12-03 17:12:49,14.16,debit
t0003641,a000949,m085,2024-07-16 12:28:03,88.92,debit
t0003642,a001366,m034,2024-07-09 02:12:58,10.49,debit
t0003643,a000304,m006,2024-08-17 07:17:06,14.86,debit
t0003644,a001347,m018,2024-08-01 17:45:20,61.75,credit
t0003645,a001428,m001,2024-12-20 16:57:51,15.35,credit
t0003646,a000739,m100,2024-10-09 10:03:09,57.59,debit
t0003647,a000774,m054,2024-09-25 21:28:43,511.7,credit
t0003648,a000738,m008,2024-12-30 14:20:57,464.05,debit
t0003649,a001252,m002,2024-08-04 21:10:44,16.76,credit
t0003650,a000794,m081,2024-07-10 06:20:02,118.42,debit
t0003651,a001460,m013,2024-07-24 06:57:45,18.35,debit
t0003652,a000059,m035,2024-10-21 14:54:13,21.07,credit
t0003653,a000562,m024,2024-12-19 23:10:16,22.23,debit
t0003654,a001324,m058,2024-10-21 00:35:54,20.91,credit
t0003655,a001443,m040,2024-08-03 12:45:40,20.83,debit
t0003656,a001036,m086,2024-09-01 21:29:58,14.32,credit
t0003657,a001399,m031,2024-12-19 14:23:56,22.23,debit
t0003658,a000729,m072,2024-09-01 11:16:39,41.37,debit
t0003659,a000914,m084,2024-08-22 09:33:37,86.13,debit
t0003660,a000908,m014,2024-09-09 12:53:04,24.73,debit
t0003661,a000851,m038,2024-09-12 01:02:46,70.54,debit
t0003662,a001086,m018,2024-10-07 16:29:54,1.92,debit
t0003663,a000011,m074,2024-09-24 01:40:06,8.8,credit
t0003664,a000721,m065,2024-07-21 05:32:55,127.35,debit
t0003665,a000511,m080,2024-09-20 19:43:34,35.79,debit
t0003666,a001275,m016,2024-12-06 18:15:23,51.52,debit
t0003667,a000747,m042,2024-07-05 20:04:10,23.19,debit
t0003668,a000358,m093,2024-11-22 06:22:07,13.93,debit
t0003669,a000039,m042,2024-08-03 10:28:45,34.82,debit
t0003670,a000237,m050,2024-12-25 08:22:25,86.78,credit
t0003671,a001059,m003,2024-07-11 15:53:25,12.37,debit
t0003672,a001045,m002,2024-09-08 05:46:39,14.76,debit
t0003673,a001118,m056,2024-10-17 08:47:43,47.32,debit
t0003674,a001198,m034,2024-07-25 10:43:40,13.79,debit
t0003675,a001375,m083,2024-07-22 03:24:00,78.68,debit
t0003676,a000452,m039,2024-11-02 12:29:52,21.51,debit
t0003677,a000134,m048,2024-11-22 17:58:27,79.08,debit
t0003678,a001002,m036,2024-09-13 14:23:43,26.24,debit
t0003679,a000846,m001,2024-11-29 03:56:07,36.37,debit
t0003680,a000726,m064,2024-09-14 10:39:07,30.94,debit
t0003681,a000839,m029,2024-09-05 16:59:09,5.63,credit
t0003682,a000582,m017,2024-10-21 04:15:35,35.52,debit
t0003683,a000991,m066,2024-09-28 03:35:40,92.1,debit
t0003684,a000337,m040,2024-12-11 01:14:48,47.28,debit
t0003685,a001247,m030,2024-11-26 01:47:15,15.75,debit
t0003686,a001344,m056,2024-08-03 12:16:53,47.54,debit
t0003687,a000475,m031,2024-08-05 21:31:00,93.73,debit
t0003688,a001368,m038,2024-11-30 08:10:27,38.27,debit
t0003689,a000440,m011,2024-08-13 09:48:14,94.2,debit
t0003690,a000356,m037,2024-07-21 09:34:45,5.42,debit
t0003691,a001175,m030,2024-11-30 03:06:43,10.54,debit
t0003692,a001353,m100,2024-08-05 07:30:56,77.51,debit
t0003693,a001043,m077,2024-08-25 06:01:07,42.22,debit
t0003694,a000201,m068,2024-09-21 01:14:18,14.09,credit
t0003695,a000832,m054,2024-09-01 00:23:12,93.45,debit
t0003696,a001012,m085,2024-09-04 19:28:59,65.26,debit
t0003697,a001455,m008,2024-09-08 21:53:37,46.83,credit
t0003698,a000750,m034,2024-12-22 21:19:57,63.99,credit
t0003699,a000719,m065,2024-10-09 12:02:09,8.16,debit
t0003700,a000282,m076,2024-09-16 20:12:20,39.32,debit
t0003701,a001287,m005,2024-10-11 14:01:33,22.83,credit
t0003702,a000521,m086,2024-09-16 13:52:50,33.41,debit
t0003703,a000562,m022,2024-09-24 02:32:31,16.8,debit
t0003704,a000848,m002,2024-10-18 22:52:26,18.19,debit
t0003705,a000495,m019,2024-09-24 18:50:16,22.75,debit
t0003706,a000349,m074,2024-11-18 21:41:14,25.68,debit
t0003707,a000010,m007,2024-10-04 04:57:24,48.15,debit
t0003708,a001073,m088,2024-08-06 12:38:47,7.43,debit
t0003709,a000791,m041,2024-11-28 18:58:28,38.99,credit
t0003710,a000360,m050,2024-07-26 20:10:58,12.83,credit
t0003711,a000822,m099,2024-10-30 07:22:21,9.2,credit
t0003712,a001340,m085,2024-07-14 23:38:31,16.55,debit
t0003713,a000309,m007,2024-12-29 07:04:44,176.95,debit
t0003714,a000141,m007,2024-07-08 16:45:21,15.39,debit
t0003715,a000377,m013,2024-07-24 06:27:17,22.91,debit
t0003716,a000261,m083,2024-08-03 10:42:31,166.14,credit
t0003717,a000766,m054,2024-11-23 05:29:43,148.72,debit
t0003718,a001170,m018,2024-11-27 13:07:40,128.85,debit
t0003719,a001179,m054,2024-10-02 02:07:37,147.87,debit
t0003720,a000039,m053,2024-07-13 06:22:10,43.25,debit
t0003721,a001262,m065,2024-11-06 14:21:36,9.69,debit
t0003722,a000419,m064,2024-12-24 23:12:26,73.05,debit
t0003723,a000630,m080,2024-12-17 14:28:10,24.02,debit
t0003724,a000270,m039,2024-08-06 22:12:06,85.26,debit
t0003725,a001351,m047,2024-09-10 23:11:34,37.55,debit
t0003726,a000189,m083,2024-12-14 10:07:33,6.09,debit
t0003727,a000164,m022,2024-08-29 01:43:00,20.18,debit
t0003728,a000816,m087,2024-10-06 20:15:16,58.65,credit
t0003729,a000347,m003,2024-07-05 23:02:52,28.67,debit
t0003730,a000586,m098,2024-08-03 07:30:19,238.4,debit
t0003731,a000337,m090,2024-08-14 22:34:52,5.24,debit
t0003732,a001332,m010,2024-11-09 13:52:48,69.86,debit
t0003733,a000182,m011,2024-09-03 19:54:01,54.21,debit
t0003734,a000324,m057,2024-12-21 22:14:37,17.89,debit
t0003735,a000677,m081,2024-12-29 16:32:32,61.27,debit
t0003736,a001105,m059,2024-09-18 00:22:46,23.18,debit
t0003737,a000818,m063,2024-08-27 17:26:59,61.29,debit
t0003738,a000012,m033,2024-10-26 13:48:59,40.46,credit
t0003739,a000971,m044,2024-07-15 21:42:40,36.96,debit
t0003740,a000399,m036,2024-07-28 22:01:49,36.41,credit
t0003741,a001456,m066,2024-10-20 06:40:38,49.96,debit
t0003742,a000476,m013,2024-10-31 04:15:09,90.05,credit
t0003743,a000874,m085,2024-11-29 09:32:05,41.57,debit
t0003744,a000074,m005,2024-08-16 12:49:27,99.42,debit
t0003745,a001143,m030,2024-10-17 08:58:15,47.47,debit
t0003746,a000112,m008,2024-07-07 11:53:13,19.18,debit
t0003747,a000611,m040,2024-10-29 05:02:00,63.89,credit
t0003748,a000867,m052,2024-09-17 16:09:31,17.85,debit
t0003749,a000245,m079,2024-10-11 06:07:08,1.58,debit
t0003750,a001236,m008,2024-10-15 04:00:13,17.21,debit
t0003751,a000891,m072,2024-12-24 17:08:05,23.05,debit
t0003752,a000937,m041,2024-10-25 23:40:10,21.95,debit
t0003753,a001239,m088,2024-07-31 14:21:35,21.93,credit
t0003754,a000917,m086,2024-10-20 05:55:36,3.01,debit
t0003755,a001145,m039,2024-11-22 05:32:52,131.17,debit
t0003756,a000742,m080,2024-12-21 18:43:13,17.85,debit
t0003757,a001336,m060,2024-08-29 20:13:53,58.51,debit
t0003758,a000875,m015,2024-11-12 07:30:35,25.74,debit
t0003759,a000852,m017,2024-10-03 23:04:15,203.7,debit
t0003760,a001410,m033,2024-12-24 20:40:56,33.65,debit
t0003761,a000630,m016,2024-08-31 02:24:05,52.67,debit
t0003762,a000237,m025,2024-12-24 17:29:13,6.1,debit
t0003763,a000748,m077,2024-09-15 14:21:02,43.55,debit
t0003764,a000185,m032,2024-09-14 08:41:41,8.14,debit
t0003765,a001252,m007,2024-11-03 12:27:04,32.04,debit
t0003766,a001295,m061,2024-08-03 13:22:56,167.44,debit
t0003767,a001363,m074,2024-10-01 20:57:22,8.59,debit
t0003768,a000516,m073,2024-11-03 20:43:25,12.42,debit
t0003769,a000550,m055,2024-09-18 06:49:58,17.9,credit
t0003770,a000213,m060,2024-09-07 10:21:43,23.82,debit
t0003771,a000563,m061,2024-10-14 21:27:39,166.05,debit
t0003772,a001447,m083,2024-08-20 10:44:12,20.8,credit
t0003773,a000837,m060,2024-12-21 09:46:01,73.74,debit
t0003774,a000439,m026,2024-09-18 13:57:14,22.61,debit
t0003775,a000522,m025,2024-12-03 04:25:32,197.23,debit
t0003776,a000830,m085,2024-08-16 04:42:44,51.24,debit
t0003777,a000790,m021,2024-08-30 03:40:50,11.69,debit
t0003778,a000794,m063,2024-11-23 23:27:12,31.46,debit
t0003779,a001027,m048,2024-10-30 23:24:41,34.8,debit
t0003780,a000581,m100,2024-07-08 18:28:25,31.44,debit
t0003781,a000024,m068,2024-09-23 13:57:32,9.64,debit
t0003782,a000783,m071,2024-10-28 10:32:38,372.79,debit
t0003783,a000968,m031,2024-09-23 10:51:31,31.12,debit
t0003784,a000796,m049,2024-07-30 20:03:32,21.48,debit
t0003785,a000668,m037,2024-11-18 06:07:35,32.29,debit
t0003786,a001305,m040,2024-08-12 00:23:18,51.95,credit
t0003787,a000604,m059,2024-12-17 06:19:13,17.84,credit
t0003788,a000081,m076,2024-09-02 15:02:10,25.25,debit
t0003789,a000943,m053,2024-11-13 15:30:07,53.53,debit
t0003790,a001315,m080,2024-10-02 17:31:38,26.52,debit
t0003791,a000887,m097,2024-09-15 22:18:07,27.64,debit
t0003792,a000747,m049,2024-12-04 17:59:15,16.07,debit
t0003793,a000845,m007,2024-12-06 13:16:28,57.22,credit
t0003794,a000486,m009,2024-08-09 11:18:51,14.25,debit
t0003795,a000047,m063,2024-08-18 17:12:04,18.16,debit
t0003796,a000077,m024,2024-10-25 06:54:29,17.24,debit
t0003797,a001372,m007,2024-08-18 11:25:21,16.04,debit
t0003798,a001008,m088,2024-09-11 18:24:30,45.36,credit
t0003799,a000899,m012,2024-10-27 06:26:37,12.88,debit
t0003800,a001174,m096,2024-09-21 14:37:43,16.09,debit
t0003801,a000164,m045,2024-11-15 06:29:14,19.23,debit
t0003802,a000533,m068,2024-08-12 14:05:51,26.21,debit
t0003803,a000861,m007,2024-07-22 13:03:30,52.14,debit
t0003804,a000811,m054,2024-12-29 17:58:06,23.06,debit
t0003805,a000452,m063,2024-12-12 04:04:17,326.45,debit
t0003806,a001047,m022,2024-12-01 01:22:46,308.55,credit
t0003807,a000177,m078,2024-11-28 00:32:19,21.66,debit
t0003808,a000391,m011,2024-11-11 07:25:55,7.12,debit
t0003809,a000069,m068,2024-11-21 20:40:40,5.97,debit
t0003810,a001207,m024,2024-07-22 04:07:51,41.29,debit
t0003811,a001130,m046,2024-07-30 13:34:44,455.46,debit
t0003812,a000602,m066,2024-08-06 21:29:28,34.26,debit
t0003813,a000652,m064,2024-11-29 00:10:57,377.78,debit
t0003814,a000752,m009,2024-10-15 09:30:13,39.48,debit
t0003815,a001155,m012,2024-11-20 12:36:27,7.29,debit
t0003816,a000309,m046,2024-07-15 19:54:51,13.64,debit
t0003817,a000533,m092,2024-11-16 19:09:41,38.97,debit
t0003818,a000692,m026,2024-12-23 17:45:22,198.95,debit
t0003819,a000071,m081,2024-08-16 13:31:14,15.12,debit
t0003820,a000193,m077,2024-10-25 13:41:32,13.03,debit
t0003821,a000044,m065,2024-07-21 08:09:38,65.14,debit
t0003822,a000761,m037,2024-12-03 15:38:57,239.14,credit
t0003823,a000671,m038,2024-12-01 01:17:12,247.03,debit
t0003824,a001164,m075,2024-10-14 07:56:29,83.55,debit
t0003825,a001083,m010,2024-10-06 20:39:24,46.39,debit
t0003826,a001170,m044,2024-07-28 23:03:26,4.98,debit
t0003827,a000145,m064,2024-09-11 07:58:44,107.03,credit
t0003828,a000599,m083,2024-12-11 15:51:20,37.11,debit
t0003829,a000781,m051,2024-09-04 15:27:17,21.96,debit
t0003830,a000405,m085,2024-09-10 03:06:32,72.28,credit
t0003831,a001331,m089,2024-10-03 19:40:07,14.85,debit
t0003832,a000004,m045,2024-09-27 00:28:59,44.84,debit
t0003833,a001050,m019,2024-08-01 22:35:29,156.36,debit
t0003834,a001089,m044,2024-10-23 18:31:10,42.12,debit
t0003835,a001380,m026,2024-08-03 21:59:29,35.06,debit
t0003836,a001197,m045,2024-11-17 10:41:05,24.19,credit
t0003837,a001095,m078,2024-11-12 06:44:35,32.78,debit
t0003838,a001008,m010,2024-10-05 16:27:21,6.66,debit
t0003839,a000682,m048,2024-09-18 03:01:14,26.61,debit
t0003840,a000918,m063,2024-07-18 02:59:39,30.72,credit
t0003841,a000105,m055,2024-10-16 00:37:56,8.33,debit
t0003842,a000978,m027,2024-08-28 11:02:48,95.38,credit
t0003843,a000645,m057,2024-11-20 08:57:52,11.9,debit
t0003844,a000555,m075,2024-08-04 22:15:04,19.87,debit
t0003845,a000559,m083,2024-12-29 19:37:42,9.42,debit
t0003846,a000346,m010,2024-07-14 20:32:11,46.26,debit
t0003847,a001416,m062,2024-10-10 05:35:44,13.6,debit
t0003848,a001075,m065,2024-08-25 22:45:28,24.43,credit
t0003849,a001183,m018,2024-11-07 10:34:29,58.76,debit
t0003850,a000668,m086,2024-10-13 13:48:13,58.6,debit
